"תחנה","תאריך","טמפרטורת מקסימום (C°)","טמפרטורת מינימום (C°)"
"תל-אביב חוף 04/2005-10/2025","05/01/2024","21","14.1"
"תל-אביב חוף 04/2005-10/2025","06/01/2024","22.3","16.2"
"תל-אביב חוף 04/2005-10/2025","07/01/2024","22.9","15.1"
"תל-אביב חוף 04/2005-10/2025","08/01/2024","23","13.8"
"תל-אביב חוף 04/2005-10/2025","09/01/2024","20.9","12.5"
"תל-אביב חוף 04/2005-10/2025","10/01/2024","19.9","13.6"
"תל-אביב חוף 04/2005-10/2025","11/01/2024","18.7","13.1"
"תל-אביב חוף 04/2005-10/2025","12/01/2024","18.3","13.3"
"תל-אביב חוף 04/2005-10/2025","13/01/2024","19.6","12.7"
"תל-אביב חוף 04/2005-10/2025","14/01/2024","19.6","12.9"
"תל-אביב חוף 04/2005-10/2025","15/01/2024","17.7","12.1"
"תל-אביב חוף 04/2005-10/2025","16/01/2024","19.6","10.9"
"תל-אביב חוף 04/2005-10/2025","17/01/2024","19.9","11.4"
"תל-אביב חוף 04/2005-10/2025","18/01/2024","20.7","10.7"
"תל-אביב חוף 04/2005-10/2025","19/01/2024","21.5","11"
"תל-אביב חוף 04/2005-10/2025","20/01/2024","22.1","11.6"
"תל-אביב חוף 04/2005-10/2025","21/01/2024","23","13.6"
"תל-אביב חוף 04/2005-10/2025","22/01/2024","22.3","13.5"
"תל-אביב חוף 04/2005-10/2025","23/01/2024","19.7","14"
"תל-אביב חוף 04/2005-10/2025","24/01/2024","18.3","13.8"
"תל-אביב חוף 04/2005-10/2025","25/01/2024","19.1","12.3"
"תל-אביב חוף 04/2005-10/2025","26/01/2024","17.7","12.9"
"תל-אביב חוף 04/2005-10/2025","27/01/2024","17.3","12.9"
"תל-אביב חוף 04/2005-10/2025","28/01/2024","16.4","11.1"
"תל-אביב חוף 04/2005-10/2025","29/01/2024","16","11.1"
"תל-אביב חוף 04/2005-10/2025","30/01/2024","15.8","10"
"תל-אביב חוף 04/2005-10/2025","31/01/2024","15.1","8.7"
"תל-אביב חוף 04/2005-10/2025","01/02/2024","14.8","8.8"
"תל-אביב חוף 04/2005-10/2025","02/02/2024","17.6","8.8"
"תל-אביב חוף 04/2005-10/2025","03/02/2024","16.3","10.6"
"תל-אביב חוף 04/2005-10/2025","04/02/2024","15.7","9.9"
"תל-אביב חוף 04/2005-10/2025","05/02/2024","17.3","11.3"
"תל-אביב חוף 04/2005-10/2025","06/02/2024","20.2","12.9"
"תל-אביב חוף 04/2005-10/2025","07/02/2024","20","12.3"
"תל-אביב חוף 04/2005-10/2025","08/02/2024","20.7","11.6"
"תל-אביב חוף 04/2005-10/2025","09/02/2024","19.5","12.1"
"תל-אביב חוף 04/2005-10/2025","10/02/2024","19.8","12.1"
"תל-אביב חוף 04/2005-10/2025","11/02/2024","19.1","11.7"
"תל-אביב חוף 04/2005-10/2025","12/02/2024","23.4","14"
"תל-אביב חוף 04/2005-10/2025","13/02/2024","25.5","16"
"תל-אביב חוף 04/2005-10/2025","14/02/2024","20.5","14.7"
"תל-אביב חוף 04/2005-10/2025","15/02/2024","19.5","13.8"
"תל-אביב חוף 04/2005-10/2025","16/02/2024","17.6","12.3"
"תל-אביב חוף 04/2005-10/2025","17/02/2024","18","13.3"
"תל-אביב חוף 04/2005-10/2025","18/02/2024","18","12.7"
"תל-אביב חוף 04/2005-10/2025","19/02/2024","19.4","12.9"
"תל-אביב חוף 04/2005-10/2025","20/02/2024","17.9","12.4"
"תל-אביב חוף 04/2005-10/2025","21/02/2024","19.7","10.9"
"תל-אביב חוף 04/2005-10/2025","22/02/2024","20.3","11.5"
"תל-אביב חוף 04/2005-10/2025","23/02/2024","18","12.5"
"תל-אביב חוף 04/2005-10/2025","24/02/2024","21.1","15.5"
"תל-אביב חוף 04/2005-10/2025","25/02/2024","20.9","12.8"
"תל-אביב חוף 04/2005-10/2025","26/02/2024","20.8","11.3"
"תל-אביב חוף 04/2005-10/2025","27/02/2024","20.7","13.8"
"תל-אביב חוף 04/2005-10/2025","28/02/2024","21.7","11.6"
"תל-אביב חוף 04/2005-10/2025","29/02/2024","24","15.6"
"תל-אביב חוף 04/2005-10/2025","01/03/2024","26","15.9"
"תל-אביב חוף 04/2005-10/2025","02/03/2024","22.7","15.9"
"תל-אביב חוף 04/2005-10/2025","03/03/2024","19.5","15.8"
"תל-אביב חוף 04/2005-10/2025","04/03/2024","20.2","14.5"
"תל-אביב חוף 04/2005-10/2025","05/03/2024","21.5","12.7"
"תל-אביב חוף 04/2005-10/2025","06/03/2024","20.9","13.1"
"תל-אביב חוף 04/2005-10/2025","07/03/2024","20.1","17.1"
"תל-אביב חוף 04/2005-10/2025","08/03/2024","19.6","13.2"
"תל-אביב חוף 04/2005-10/2025","09/03/2024","20.2","13.9"
"תל-אביב חוף 04/2005-10/2025","10/03/2024","19.6","11.9"
"תל-אביב חוף 04/2005-10/2025","11/03/2024","19.8","12"
"תל-אביב חוף 04/2005-10/2025","12/03/2024","23.4","12.8"
"תל-אביב חוף 04/2005-10/2025","13/03/2024","22.1","13.6"
"תל-אביב חוף 04/2005-10/2025","14/03/2024","20.5","14.8"
"תל-אביב חוף 04/2005-10/2025","15/03/2024","20.2","14"
"תל-אביב חוף 04/2005-10/2025","16/03/2024","21","13"
"תל-אביב חוף 04/2005-10/2025","17/03/2024","24.2","15.1"
"תל-אביב חוף 04/2005-10/2025","18/03/2024","22.3","16.4"
"תל-אביב חוף 04/2005-10/2025","19/03/2024","18.8","12.9"
"תל-אביב חוף 04/2005-10/2025","20/03/2024","20.7","14.2"
"תל-אביב חוף 04/2005-10/2025","21/03/2024","24","14.4"
"תל-אביב חוף 04/2005-10/2025","22/03/2024","19.7","16.1"
"תל-אביב חוף 04/2005-10/2025","23/03/2024","20.3","13.1"
"תל-אביב חוף 04/2005-10/2025","24/03/2024","19.1","13.8"
"תל-אביב חוף 04/2005-10/2025","25/03/2024","20.3","14.1"
"תל-אביב חוף 04/2005-10/2025","26/03/2024","22.2","14"
"תל-אביב חוף 04/2005-10/2025","27/03/2024","23.8","15.9"
"תל-אביב חוף 04/2005-10/2025","28/03/2024","26.3","17.8"
"תל-אביב חוף 04/2005-10/2025","29/03/2024","24.2","18.7"
"תל-אביב חוף 04/2005-10/2025","30/03/2024","23.2","17.8"
"תל-אביב חוף 04/2005-10/2025","31/03/2024","31.7","19"
"תל-אביב חוף 04/2005-10/2025","01/04/2024","32.8","20"
"תל-אביב חוף 04/2005-10/2025","02/04/2024","26.3","20.2"
"תל-אביב חוף 04/2005-10/2025","03/04/2024","24.2","18.4"
"תל-אביב חוף 04/2005-10/2025","04/04/2024","23","16.2"
"תל-אביב חוף 04/2005-10/2025","05/04/2024","23.2","16.6"
"תל-אביב חוף 04/2005-10/2025","06/04/2024","22.3","16.9"
"תל-אביב חוף 04/2005-10/2025","07/04/2024","22","16.7"
"תל-אביב חוף 04/2005-10/2025","08/04/2024","21.8","16.6"
"תל-אביב חוף 04/2005-10/2025","09/04/2024","21.6","15.1"
"תל-אביב חוף 04/2005-10/2025","10/04/2024","21.9","17.3"
"תל-אביב חוף 04/2005-10/2025","11/04/2024","22.5","16.3"
"תל-אביב חוף 04/2005-10/2025","12/04/2024","22.9","16.5"
"תל-אביב חוף 04/2005-10/2025","13/04/2024","23.3","18.4"
"תל-אביב חוף 04/2005-10/2025","14/04/2024","22.6","18"
"תל-אביב חוף 04/2005-10/2025","15/04/2024","23.6","18.2"
"תל-אביב חוף 04/2005-10/2025","16/04/2024","25","17.5"
"תל-אביב חוף 04/2005-10/2025","17/04/2024","30.5","19.5"
"תל-אביב חוף 04/2005-10/2025","18/04/2024","29.4","21"
"תל-אביב חוף 04/2005-10/2025","19/04/2024","23.8","19.4"
"תל-אביב חוף 04/2005-10/2025","20/04/2024","23.3","16.5"
"תל-אביב חוף 04/2005-10/2025","21/04/2024","23","18.8"
"תל-אביב חוף 04/2005-10/2025","22/04/2024","22.5","17.8"
"תל-אביב חוף 04/2005-10/2025","23/04/2024","25.9","18"
"תל-אביב חוף 04/2005-10/2025","24/04/2024","38.4","22.1"
"תל-אביב חוף 04/2005-10/2025","25/04/2024","40.8","24.6"
"תל-אביב חוף 04/2005-10/2025","26/04/2024","30","21.6"
"תל-אביב חוף 04/2005-10/2025","27/04/2024","24","20.8"
"תל-אביב חוף 04/2005-10/2025","28/04/2024","24.7","20.9"
"תל-אביב חוף 04/2005-10/2025","29/04/2024","25.3","20.9"
"תל-אביב חוף 04/2005-10/2025","30/04/2024","23.9","21"
"תל-אביב חוף 04/2005-10/2025","01/05/2024","24.4","20"
"תל-אביב חוף 04/2005-10/2025","02/05/2024","24","21.2"
"תל-אביב חוף 04/2005-10/2025","03/05/2024","24.7","19.1"
"תל-אביב חוף 04/2005-10/2025","04/05/2024","24.8","19.3"
"תל-אביב חוף 04/2005-10/2025","05/05/2024","23.7","19.8"
"תל-אביב חוף 04/2005-10/2025","06/05/2024","22.7","17.4"
"תל-אביב חוף 04/2005-10/2025","07/05/2024","23.4","19"
"תל-אביב חוף 04/2005-10/2025","08/05/2024","24","15.8"
"תל-אביב חוף 04/2005-10/2025","09/05/2024","27.6","16.8"
"תל-אביב חוף 04/2005-10/2025","10/05/2024","37.3","20.8"
"תל-אביב חוף 04/2005-10/2025","11/05/2024","28.2","21.4"
"תל-אביב חוף 04/2005-10/2025","12/05/2024","24.4","20.5"
"תל-אביב חוף 04/2005-10/2025","13/05/2024","23.8","20"
"תל-אביב חוף 04/2005-10/2025","14/05/2024","23.9","19.4"
"תל-אביב חוף 04/2005-10/2025","15/05/2024","24.5","18.2"
"תל-אביב חוף 04/2005-10/2025","16/05/2024","25","18.4"
"תל-אביב חוף 04/2005-10/2025","17/05/2024","24.8","18.4"
"תל-אביב חוף 04/2005-10/2025","18/05/2024","26.6","20.5"
"תל-אביב חוף 04/2005-10/2025","19/05/2024","28.2","21.1"
"תל-אביב חוף 04/2005-10/2025","20/05/2024","32.5","21.8"
"תל-אביב חוף 04/2005-10/2025","21/05/2024","27","22.9"
"תל-אביב חוף 04/2005-10/2025","22/05/2024","27.8","21.8"
"תל-אביב חוף 04/2005-10/2025","23/05/2024","29","22.8"
"תל-אביב חוף 04/2005-10/2025","24/05/2024","27","23"
"תל-אביב חוף 04/2005-10/2025","25/05/2024","26.3","22.6"
"תל-אביב חוף 04/2005-10/2025","26/05/2024","26","20.9"
"תל-אביב חוף 04/2005-10/2025","27/05/2024","37.5","22.4"
"תל-אביב חוף 04/2005-10/2025","28/05/2024","25.8","21.4"
"תל-אביב חוף 04/2005-10/2025","29/05/2024","25.5","21.1"
"תל-אביב חוף 04/2005-10/2025","30/05/2024","25.3","20.4"
"תל-אביב חוף 04/2005-10/2025","31/05/2024","26.6","20.2"
"תל-אביב חוף 04/2005-10/2025","01/06/2024","25.3","20"
"תל-אביב חוף 04/2005-10/2025","02/06/2024","26.6","21.6"
"תל-אביב חוף 04/2005-10/2025","03/06/2024","28.5","23.8"
"תל-אביב חוף 04/2005-10/2025","04/06/2024","28.4","23.1"
"תל-אביב חוף 04/2005-10/2025","05/06/2024","28.3","23.5"
"תל-אביב חוף 04/2005-10/2025","06/06/2024","28.9","22.8"
"תל-אביב חוף 04/2005-10/2025","07/06/2024","29.8","23.9"
"תל-אביב חוף 04/2005-10/2025","08/06/2024","29.5","25.1"
"תל-אביב חוף 04/2005-10/2025","09/06/2024","28.6","25.3"
"תל-אביב חוף 04/2005-10/2025","10/06/2024","28.3","24.1"
"תל-אביב חוף 04/2005-10/2025","11/06/2024","28.9","24.7"
"תל-אביב חוף 04/2005-10/2025","12/06/2024","29.6","23.5"
"תל-אביב חוף 04/2005-10/2025","13/06/2024","30","24.6"
"תל-אביב חוף 04/2005-10/2025","14/06/2024","31.4","25.2"
"תל-אביב חוף 04/2005-10/2025","15/06/2024","32.1","25.9"
"תל-אביב חוף 04/2005-10/2025","16/06/2024","30.1","25.9"
"תל-אביב חוף 04/2005-10/2025","17/06/2024","29.6","24.7"
"תל-אביב חוף 04/2005-10/2025","18/06/2024","29.1","23.4"
"תל-אביב חוף 04/2005-10/2025","19/06/2024","29.6","24.3"
"תל-אביב חוף 04/2005-10/2025","20/06/2024","29.9","25.8"
"תל-אביב חוף 04/2005-10/2025","21/06/2024","30.9","25.3"
"תל-אביב חוף 04/2005-10/2025","22/06/2024","30.3","25.7"
"תל-אביב חוף 04/2005-10/2025","23/06/2024","30.8","25.9"
"תל-אביב חוף 04/2005-10/2025","24/06/2024","30.3","26.1"
"תל-אביב חוף 04/2005-10/2025","25/06/2024","31.4","24.7"
"תל-אביב חוף 04/2005-10/2025","26/06/2024","30.6","24.3"
"תל-אביב חוף 04/2005-10/2025","27/06/2024","31.3","26.1"
"תל-אביב חוף 04/2005-10/2025","28/06/2024","30.8","26.6"
"תל-אביב חוף 04/2005-10/2025","29/06/2024","30.8","26.1"
"תל-אביב חוף 04/2005-10/2025","30/06/2024","30.3","26.2"
"תל-אביב חוף 04/2005-10/2025","01/07/2024","30.5","26.1"
"תל-אביב חוף 04/2005-10/2025","02/07/2024","30.6","25.6"
"תל-אביב חוף 04/2005-10/2025","03/07/2024","31.1","25.1"
"תל-אביב חוף 04/2005-10/2025","04/07/2024","32.6","25.6"
"תל-אביב חוף 04/2005-10/2025","05/07/2024","31.5","25.8"
"תל-אביב חוף 04/2005-10/2025","06/07/2024","30.7","26.3"
"תל-אביב חוף 04/2005-10/2025","07/07/2024","30.6","26.1"
"תל-אביב חוף 04/2005-10/2025","08/07/2024","31.4","26.1"
"תל-אביב חוף 04/2005-10/2025","09/07/2024","31.3","26.6"
"תל-אביב חוף 04/2005-10/2025","10/07/2024","32.7","25.7"
"תל-אביב חוף 04/2005-10/2025","11/07/2024","32.6","26.8"
"תל-אביב חוף 04/2005-10/2025","12/07/2024","33.3","26.3"
"תל-אביב חוף 04/2005-10/2025","13/07/2024","32.2","27.5"
"תל-אביב חוף 04/2005-10/2025","14/07/2024","32.2","27.2"
"תל-אביב חוף 04/2005-10/2025","15/07/2024","32.2","28.2"
"תל-אביב חוף 04/2005-10/2025","16/07/2024","32.3","26.8"
"תל-אביב חוף 04/2005-10/2025","17/07/2024","31.9","26.5"
"תל-אביב חוף 04/2005-10/2025","18/07/2024","31.9","25"
"תל-אביב חוף 04/2005-10/2025","19/07/2024","31.8","25.8"
"תל-אביב חוף 04/2005-10/2025","20/07/2024","31.9","27.1"
"תל-אביב חוף 04/2005-10/2025","21/07/2024","32.1","27.7"
"תל-אביב חוף 04/2005-10/2025","22/07/2024","32.2","27.8"
"תל-אביב חוף 04/2005-10/2025","23/07/2024","32.4","27.5"
"תל-אביב חוף 04/2005-10/2025","24/07/2024","32.2","26.8"
"תל-אביב חוף 04/2005-10/2025","25/07/2024","32.6","27.3"
"תל-אביב חוף 04/2005-10/2025","26/07/2024","31.9","27.9"
"תל-אביב חוף 04/2005-10/2025","27/07/2024","32.2","28.3"
"תל-אביב חוף 04/2005-10/2025","28/07/2024","32.8","27"
"תל-אביב חוף 04/2005-10/2025","29/07/2024","32.4","27.7"
"תל-אביב חוף 04/2005-10/2025","30/07/2024","32","27.3"
"תל-אביב חוף 04/2005-10/2025","31/07/2024","31.9","26.4"
"תל-אביב חוף 04/2005-10/2025","01/08/2024","32.2","26"
"תל-אביב חוף 04/2005-10/2025","02/08/2024","31.9","26.1"
"תל-אביב חוף 04/2005-10/2025","03/08/2024","32.4","26.5"
"תל-אביב חוף 04/2005-10/2025","04/08/2024","31.9","26.5"
"תל-אביב חוף 04/2005-10/2025","05/08/2024","31.3","26"
"תל-אביב חוף 04/2005-10/2025","06/08/2024","32","26.6"
"תל-אביב חוף 04/2005-10/2025","07/08/2024","31.7","25.9"
"תל-אביב חוף 04/2005-10/2025","08/08/2024","31.9","26.8"
"תל-אביב חוף 04/2005-10/2025","09/08/2024","31.5","24.9"
"תל-אביב חוף 04/2005-10/2025","10/08/2024","31.9","26.7"
"תל-אביב חוף 04/2005-10/2025","11/08/2024","32","27.1"
"תל-אביב חוף 04/2005-10/2025","12/08/2024","32.2","27.1"
"תל-אביב חוף 04/2005-10/2025","13/08/2024","32.1","27"
"תל-אביב חוף 04/2005-10/2025","14/08/2024","31.9","25.5"
"תל-אביב חוף 04/2005-10/2025","15/08/2024","32.2","26.1"
"תל-אביב חוף 04/2005-10/2025","16/08/2024","32.2","27"
"תל-אביב חוף 04/2005-10/2025","17/08/2024","32.5","27.4"
"תל-אביב חוף 04/2005-10/2025","18/08/2024","32.5","26.1"
"תל-אביב חוף 04/2005-10/2025","19/08/2024","33.1","25.7"
"תל-אביב חוף 04/2005-10/2025","20/08/2024","31.8","26.7"
"תל-אביב חוף 04/2005-10/2025","21/08/2024","32","26.1"
"תל-אביב חוף 04/2005-10/2025","22/08/2024","32.9","27"
"תל-אביב חוף 04/2005-10/2025","23/08/2024","32.1","26.8"
"תל-אביב חוף 04/2005-10/2025","24/08/2024","31.8","28.1"
"תל-אביב חוף 04/2005-10/2025","25/08/2024","32.2","27.1"
"תל-אביב חוף 04/2005-10/2025","26/08/2024","33.9","26.5"
"תל-אביב חוף 04/2005-10/2025","27/08/2024","32.6","27.6"
"תל-אביב חוף 04/2005-10/2025","28/08/2024","32.2","26.2"
"תל-אביב חוף 04/2005-10/2025","29/08/2024","31.4","28.2"
"תל-אביב חוף 04/2005-10/2025","30/08/2024","31.8","26.8"
"תל-אביב חוף 04/2005-10/2025","31/08/2024","31.2","28.4"
"תל-אביב חוף 04/2005-10/2025","01/09/2024","31.7","26.7"
"תל-אביב חוף 04/2005-10/2025","02/09/2024","31.9","25.5"
"תל-אביב חוף 04/2005-10/2025","03/09/2024","31.8","25.5"
"תל-אביב חוף 04/2005-10/2025","04/09/2024","31.1","26.6"
"תל-אביב חוף 04/2005-10/2025","05/09/2024","30.8","25.5"
"תל-אביב חוף 04/2005-10/2025","06/09/2024","31.5","25.2"
"תל-אביב חוף 04/2005-10/2025","07/09/2024","31.4","25.6"
"תל-אביב חוף 04/2005-10/2025","08/09/2024","31.4","26"
"תל-אביב חוף 04/2005-10/2025","09/09/2024","31.6","25.1"
"תל-אביב חוף 04/2005-10/2025","10/09/2024","31.7","26.2"
"תל-אביב חוף 04/2005-10/2025","11/09/2024","32.3","24.7"
"תל-אביב חוף 04/2005-10/2025","12/09/2024","31.7","26.3"
"תל-אביב חוף 04/2005-10/2025","13/09/2024","30.9","27.6"
"תל-אביב חוף 04/2005-10/2025","14/09/2024","31.2","27"
"תל-אביב חוף 04/2005-10/2025","15/09/2024","30.5","27.8"
"תל-אביב חוף 04/2005-10/2025","16/09/2024","30.6","27.2"
"תל-אביב חוף 04/2005-10/2025","17/09/2024","30.4","23.6"
"תל-אביב חוף 04/2005-10/2025","18/09/2024","30.2","23.9"
"תל-אביב חוף 04/2005-10/2025","19/09/2024","30.5","23.4"
"תל-אביב חוף 04/2005-10/2025","20/09/2024","32","24.7"
"תל-אביב חוף 04/2005-10/2025","21/09/2024","29.7","26"
"תל-אביב חוף 04/2005-10/2025","22/09/2024","29.5","25.2"
"תל-אביב חוף 04/2005-10/2025","23/09/2024","29.4","23.9"
"תל-אביב חוף 04/2005-10/2025","24/09/2024","29.9","23"
"תל-אביב חוף 04/2005-10/2025","25/09/2024","28.6","24"
"תל-אביב חוף 04/2005-10/2025","26/09/2024","29.1","26.1"
"תל-אביב חוף 04/2005-10/2025","27/09/2024","30.5","24.9"
"תל-אביב חוף 04/2005-10/2025","28/09/2024","30.1","23.4"
"תל-אביב חוף 04/2005-10/2025","29/09/2024","30","23.4"
"תל-אביב חוף 04/2005-10/2025","30/09/2024","29.2","23.3"
"תל-אביב חוף 04/2005-10/2025","01/10/2024","28","24.5"
"תל-אביב חוף 04/2005-10/2025","02/10/2024","28.2","22.5"
"תל-אביב חוף 04/2005-10/2025","03/10/2024","28.9","20.9"
"תל-אביב חוף 04/2005-10/2025","04/10/2024","27.6","21.5"
"תל-אביב חוף 04/2005-10/2025","05/10/2024","27.8","23.1"
"תל-אביב חוף 04/2005-10/2025","06/10/2024","29","25.5"
"תל-אביב חוף 04/2005-10/2025","07/10/2024","29.2","25.5"
"תל-אביב חוף 04/2005-10/2025","08/10/2024","29.2","22.9"
"תל-אביב חוף 04/2005-10/2025","09/10/2024","29.3","23"
"תל-אביב חוף 04/2005-10/2025","10/10/2024","28.7","22.7"
"תל-אביב חוף 04/2005-10/2025","11/10/2024","28.8","24.4"
"תל-אביב חוף 04/2005-10/2025","12/10/2024","29","22"
"תל-אביב חוף 04/2005-10/2025","13/10/2024","29.1","22.7"
"תל-אביב חוף 04/2005-10/2025","14/10/2024","29.6","22.8"
"תל-אביב חוף 04/2005-10/2025","15/10/2024","30.2","22.7"
"תל-אביב חוף 04/2005-10/2025","16/10/2024","29.3","23.5"
"תל-אביב חוף 04/2005-10/2025","17/10/2024","28.5","22.2"
"תל-אביב חוף 04/2005-10/2025","18/10/2024","29.3","22.9"
"תל-אביב חוף 04/2005-10/2025","19/10/2024","26.1","19.5"
"תל-אביב חוף 04/2005-10/2025","20/10/2024","27.1","18.3"
"תל-אביב חוף 04/2005-10/2025","21/10/2024","25.3","19"
"תל-אביב חוף 04/2005-10/2025","22/10/2024","25.4","17.1"
"תל-אביב חוף 04/2005-10/2025","23/10/2024","27.7","18.7"
"תל-אביב חוף 04/2005-10/2025","24/10/2024","27.6","19.3"
"תל-אביב חוף 04/2005-10/2025","25/10/2024","29.3","18.4"
"תל-אביב חוף 04/2005-10/2025","26/10/2024","29.1","18.7"
"תל-אביב חוף 04/2005-10/2025","27/10/2024","26.5","18"
"תל-אביב חוף 04/2005-10/2025","28/10/2024","27.1","19.1"
"תל-אביב חוף 04/2005-10/2025","29/10/2024","25.3","17.5"
"תל-אביב חוף 04/2005-10/2025","30/10/2024","25.8","17.9"
"תל-אביב חוף 04/2005-10/2025","31/10/2024","25.5","17.3"
"תל-אביב חוף 04/2005-10/2025","01/11/2024","25.3","20"
"תל-אביב חוף 04/2005-10/2025","02/11/2024","25.9","19.4"
"תל-אביב חוף 04/2005-10/2025","03/11/2024","24.7","19.4"
"תל-אביב חוף 04/2005-10/2025","04/11/2024","24.1","17.9"
"תל-אביב חוף 04/2005-10/2025","05/11/2024","25.1","17.1"
